complaint_id,complaint_text,category,priority,department,location,date_submitted,status
3819,No water supply for last two days,Water,High,Water,Patna,2025-04-08,Resolved
3820,Vaccination not available in local clinic,Health,High,Health,Delhi,2024-07-14,Pending
3821,Bus service not running on schedule,Transport,High,Transport,Patna,2025-08-09,Resolved
3822,Train ticket booking issue,Transport,Low,Transport,Hyderabad,2025-05-18,In Progress
3823,Harassment reported in public place,Police/Safety,High,Police/Safety,Delhi,2025-08-14,Pending
3824,Street lights not working,Electricity,Medium,Electricity,Delhi,2025-04-12,Pending
3825,Bus stop shelter damaged,Transport,High,Transport,Kolkata,2025-08-05,Resolved
3826,Shortage of medicines in health center,Health,High,Health,Ranchi,2025-04-05,Resolved
3827,Road construction incomplete for months,Roads,Medium,Roads,Kolkata,2024-05-10,Resolved
3828,Bus stop shelter damaged,Transport,Low,Transport,Delhi,2024-07-14,Pending
3829,Teacher not attending classes regularly,Education,Medium,Education,Patna,2024-04-30,In Progress
3830,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Bangalore,2025-01-23,Resolved
3831,Road full of potholes causing accidents,Roads,Low,Roads,Delhi,2024-04-07,Pending
3832,Voltage fluctuations damaging appliances,Electricity,Low,Electricity,Mumbai,2024-01-28,Resolved
3833,Aadhaar update not processed,Government Services,High,Government Services,Bangalore,2025-06-26,Pending
3834,Water logging due to bad road condition,Roads,High,Roads,Kolkata,2024-11-16,Pending
3835,Fake job website asking money,IT Fraud,Low,IT Fraud,Hyderabad,2024-09-17,Resolved
3836,Bus service not running on schedule,Transport,Low,Transport,Hyderabad,2025-03-25,Resolved
3837,Frequent power cuts in our area,Electricity,High,Electricity,Hyderabad,2024-09-28,Pending
3838,Lack of books in school library,Education,High,Education,Ranchi,2024-06-15,Resolved
3839,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Chennai,2025-03-05,Pending
3840,Bus stop shelter damaged,Transport,Low,Transport,Delhi,2024-02-15,Resolved
3841,Hospital hygiene very poor,Health,Medium,Health,Bangalore,2025-02-08,Pending
3842,Harassment reported in public place,Police/Safety,High,Police/Safety,Kolkata,2024-11-03,Resolved
3843,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Hyderabad,2024-02-14,In Progress
3844,Shortage of medicines in health center,Health,Low,Health,Delhi,2024-02-09,Pending
3845,Vaccination not available in local clinic,Health,High,Health,Delhi,2025-08-16,Resolved
3846,Dirty water coming from taps,Water,Medium,Water,Chennai,2025-02-16,In Progress
3847,Bus service not running on schedule,Transport,Low,Transport,Hyderabad,2024-12-12,Resolved
3848,Public hand pump not working,Water,Medium,Water,Hyderabad,2024-11-21,Resolved
3849,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Kolkata,2025-07-27,Resolved
3850,Transformer failure in locality,Electricity,Low,Electricity,Bangalore,2025-06-04,Resolved
3851,Poor cleanliness in buses,Transport,Medium,Transport,Hyderabad,2024-10-28,Resolved
3852,No doctor available in government hospital,Health,High,Health,Bangalore,2024-09-27,Pending
3853,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Kolkata,2025-07-31,In Progress
3854,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Hyderabad,2025-05-17,Pending
3855,Social media account hacked,IT Fraud,Medium,IT Fraud,Kolkata,2025-08-14,Pending
3856,Garbage not collected for several days,Sanitation,Low,Sanitation,Chennai,2025-06-13,Resolved
3857,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Chennai,2025-08-01,Pending
3858,Lack of books in school library,Education,Low,Education,Patna,2024-08-18,Pending
3859,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Patna,2024-03-28,In Progress
3860,No water supply for last two days,Water,Low,Water,Ranchi,2024-11-12,In Progress
3861,Water logging due to bad road condition,Roads,High,Roads,Patna,2025-03-14,Resolved
3862,Bank OTP fraud attempt,IT Fraud,High,IT Fraud,Delhi,2024-01-14,Resolved
3863,Open garbage dumping ground issue,Sanitation,Low,Sanitation,Chennai,2024-01-24,Resolved
3864,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Ranchi,2024-05-05,Resolved
3865,Huge pothole near school entrance,Roads,Medium,Roads,Bangalore,2024-12-25,Resolved
3866,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Patna,2024-02-14,Resolved
3867,Water pipeline leakage near house,Water,Low,Water,Delhi,2025-07-19,In Progress
3868,Dirty public toilets in market,Sanitation,Low,Sanitation,Hyderabad,2024-02-26,In Progress
3869,Pension not credited this month,Government Services,Medium,Government Services,Mumbai,2025-08-03,In Progress
3870,Pension not credited this month,Government Services,Medium,Government Services,Bangalore,2025-05-26,In Progress
3871,Bus service not running on schedule,Transport,Medium,Transport,Patna,2024-10-29,Pending
3872,Vaccination not available in local clinic,Health,High,Health,Ranchi,2025-08-08,Pending
3873,Poor cleanliness in buses,Transport,Low,Transport,Ranchi,2025-03-21,Pending
3874,Fake job website asking money,IT Fraud,Medium,IT Fraud,Delhi,2025-03-31,Resolved
3875,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Kolkata,2024-05-02,Pending
3876,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Chennai,2024-03-19,Resolved
3877,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Bangalore,2024-03-14,Pending
3878,Shortage of medicines in health center,Health,High,Health,Chennai,2024-03-26,Pending
3879,No drinking water in school campus,Education,High,Education,Chennai,2024-08-02,Pending
3880,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Chennai,2025-03-09,Resolved
3881,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Kolkata,2025-07-11,Resolved
3882,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Patna,2024-12-15,Pending
3883,Fake job website asking money,IT Fraud,Low,IT Fraud,Delhi,2025-01-26,Resolved
3884,Teacher not attending classes regularly,Education,Medium,Education,Patna,2024-07-07,Pending
3885,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Patna,2025-06-22,Resolved
3886,Water logging due to bad road condition,Roads,Medium,Roads,Hyderabad,2024-01-13,In Progress
3887,Electric pole wire hanging dangerously,Electricity,High,Electricity,Ranchi,2025-06-12,Resolved
3888,Train ticket booking issue,Transport,High,Transport,Patna,2024-11-27,In Progress
3889,Dirty water coming from taps,Water,Medium,Water,Patna,2025-07-02,Pending
3890,Voltage fluctuations damaging appliances,Electricity,Low,Electricity,Hyderabad,2025-03-26,Pending
3891,UPI payment fraud reported,IT Fraud,Low,IT Fraud,Mumbai,2025-06-18,In Progress
3892,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Bangalore,2024-08-27,In Progress
3893,Bus service not running on schedule,Transport,Low,Transport,Mumbai,2024-07-23,In Progress
3894,Ambulance service delayed during emergency,Health,High,Health,Delhi,2025-01-15,Resolved
3895,Bus service not running on schedule,Transport,Low,Transport,Ranchi,2024-10-19,Resolved
3896,Drain blockage causing foul smell,Sanitation,High,Sanitation,Delhi,2024-05-17,Resolved
3897,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Bangalore,2025-03-22,In Progress
3898,Pension not credited this month,Government Services,Low,Government Services,Bangalore,2024-03-26,Pending
3899,Poor infrastructure in government school,Education,Medium,Education,Hyderabad,2024-09-25,Resolved
3900,Ration card application pending,Government Services,Low,Government Services,Kolkata,2024-08-02,Resolved
3901,Poor infrastructure in government school,Education,Medium,Education,Hyderabad,2024-05-04,In Progress
3902,Shortage of medicines in health center,Health,High,Health,Patna,2024-03-17,In Progress
3903,Ambulance service delayed during emergency,Health,High,Health,Kolkata,2025-08-12,Resolved
3904,Fake job website asking money,IT Fraud,Low,IT Fraud,Delhi,2025-07-20,In Progress
3905,Water logging due to bad road condition,Roads,Medium,Roads,Mumbai,2024-01-26,In Progress
3906,Pension not credited this month,Government Services,Low,Government Services,Kolkata,2024-01-18,In Progress
3907,Frequent power cuts in our area,Electricity,Medium,Electricity,Ranchi,2024-09-06,Pending
3908,Bus stop shelter damaged,Transport,Medium,Transport,Bangalore,2025-01-10,Resolved
3909,Hospital hygiene very poor,Health,Low,Health,Hyderabad,2024-08-29,Pending
3910,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Patna,2024-08-07,Resolved
3911,Delay in issuing birth certificate,Government Services,High,Government Services,Bangalore,2024-05-12,Pending
3912,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Hyderabad,2024-12-01,In Progress
3913,Road full of potholes causing accidents,Roads,Low,Roads,Ranchi,2024-09-09,In Progress
3914,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Hyderabad,2025-03-25,In Progress
3915,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Bangalore,2025-07-15,Resolved
3916,Shortage of medicines in health center,Health,Low,Health,Patna,2025-07-27,In Progress
3917,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Patna,2024-01-05,Resolved
3918,Pension not credited this month,Government Services,Low,Government Services,Kolkata,2025-08-07,Pending
3919,Harassment reported in public place,Police/Safety,Low,Police/Safety,Hyderabad,2025-07-11,Pending
3920,Open garbage dumping ground issue,Sanitation,High,Sanitation,Chennai,2025-01-28,Pending
3921,Aadhaar update not processed,Government Services,Medium,Government Services,Bangalore,2024-03-09,Resolved
3922,Overcrowding in buses,Transport,High,Transport,Kolkata,2024-04-20,In Progress
3923,Scholarship payment delayed,Education,Low,Education,Bangalore,2024-10-19,In Progress
3924,Ration card application pending,Government Services,High,Government Services,Chennai,2024-02-22,Pending
3925,Corruption complaint in local office,Government Services,Low,Government Services,Ranchi,2025-02-22,Resolved
3926,Teacher not attending classes regularly,Education,High,Education,Delhi,2024-10-06,In Progress
3927,Broken road near market area,Roads,Medium,Roads,Hyderabad,2024-07-24,Pending
3928,Pension not credited this month,Government Services,Low,Government Services,Patna,2024-07-11,Pending
3929,Scholarship payment delayed,Education,Low,Education,Chennai,2025-03-22,In Progress
3930,Corruption complaint in local office,Government Services,Medium,Government Services,Chennai,2024-06-24,Pending
3931,Aadhaar update not processed,Government Services,High,Government Services,Ranchi,2024-06-25,Resolved
3932,UPI payment fraud reported,IT Fraud,High,IT Fraud,Patna,2024-05-10,In Progress
3933,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Bangalore,2025-03-29,In Progress
3934,Illegal activities happening nearby,Police/Safety,Low,Police/Safety,Hyderabad,2025-01-02,Resolved
3935,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Hyderabad,2024-06-27,Resolved
3936,Water pipeline leakage near house,Water,High,Water,Mumbai,2024-02-22,Resolved
3937,Street lights not working,Electricity,Medium,Electricity,Chennai,2024-05-07,Resolved
3938,Hospital hygiene very poor,Health,Medium,Health,Delhi,2024-02-24,Resolved
3939,Broken road near market area,Roads,High,Roads,Patna,2025-05-27,Pending
3940,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Kolkata,2024-03-11,Pending
3941,Teacher not attending classes regularly,Education,Medium,Education,Bangalore,2024-03-25,Resolved
3942,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Chennai,2025-01-06,Pending
3943,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Bangalore,2024-07-13,Resolved
3944,Aadhaar update not processed,Government Services,High,Government Services,Ranchi,2024-08-16,In Progress
3945,Vaccination not available in local clinic,Health,High,Health,Delhi,2024-06-22,In Progress
3946,Scholarship payment delayed,Education,Medium,Education,Kolkata,2025-06-10,Pending
3947,Fake job website asking money,IT Fraud,Low,IT Fraud,Bangalore,2024-09-21,Pending
3948,Aadhaar update not processed,Government Services,Low,Government Services,Delhi,2025-04-03,Pending
3949,Transformer failure in locality,Electricity,Low,Electricity,Kolkata,2024-12-01,In Progress
3950,Bus service not running on schedule,Transport,Low,Transport,Delhi,2024-06-12,In Progress
3951,Scholarship payment delayed,Education,Medium,Education,Mumbai,2024-02-11,Pending
3952,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Kolkata,2024-05-28,In Progress
3953,Train ticket booking issue,Transport,Medium,Transport,Hyderabad,2024-04-27,Pending
3954,Lack of books in school library,Education,Medium,Education,Bangalore,2024-02-12,Resolved
3955,Bus service not running on schedule,Transport,Medium,Transport,Hyderabad,2025-04-20,In Progress
3956,Low water pressure in the area,Water,High,Water,Delhi,2024-12-21,Pending
3957,Huge pothole near school entrance,Roads,High,Roads,Hyderabad,2024-02-05,In Progress
3958,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Hyderabad,2025-05-01,Pending
3959,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Ranchi,2024-08-22,Resolved
3960,Poor infrastructure in government school,Education,Medium,Education,Ranchi,2024-04-12,Pending
3961,Teacher not attending classes regularly,Education,High,Education,Bangalore,2024-08-13,Pending
3962,Water pipeline leakage near house,Water,High,Water,Hyderabad,2024-11-01,Resolved
3963,Pension not credited this month,Government Services,Medium,Government Services,Kolkata,2024-12-11,In Progress
3964,Open garbage dumping ground issue,Sanitation,High,Sanitation,Bangalore,2024-10-26,Pending
3965,Poor cleanliness in buses,Transport,Medium,Transport,Patna,2025-01-25,Resolved
3966,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Ranchi,2025-03-22,In Progress
3967,Lack of books in school library,Education,Medium,Education,Chennai,2025-07-24,Resolved
3968,Water logging due to bad road condition,Roads,High,Roads,Hyderabad,2025-06-02,Pending
3969,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Chennai,2025-06-27,In Progress
3970,Public hand pump not working,Water,High,Water,Hyderabad,2025-06-28,In Progress
3971,No drinking water in school campus,Education,Low,Education,Hyderabad,2024-12-29,In Progress
3972,Ambulance service delayed during emergency,Health,Medium,Health,Kolkata,2024-02-19,Resolved
3973,Hospital hygiene very poor,Health,Medium,Health,Chennai,2024-07-18,In Progress
3974,Theft reported in neighborhood,Police/Safety,Low,Police/Safety,Bangalore,2024-05-24,Pending
3975,Dirty water coming from taps,Water,High,Water,Delhi,2024-07-09,Pending
3976,Broken road near market area,Roads,Medium,Roads,Kolkata,2025-01-19,Pending
3977,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Mumbai,2025-08-01,Pending
3978,Water logging due to bad road condition,Roads,Medium,Roads,Ranchi,2025-05-08,Pending
3979,Aadhaar update not processed,Government Services,Medium,Government Services,Bangalore,2024-09-06,Resolved
3980,Frequent power cuts in our area,Electricity,High,Electricity,Mumbai,2025-05-23,Pending
3981,Harassment reported in public place,Police/Safety,High,Police/Safety,Mumbai,2024-06-10,In Progress
3982,No drinking water in school campus,Education,High,Education,Hyderabad,2025-03-21,Pending
3983,Corruption complaint in local office,Government Services,High,Government Services,Delhi,2024-04-01,In Progress
